name,vocabulary,doi,ModellingCenter,Project,Experiment,GCM,RCM,classObs,Run,resX.atmos,resY.atmos,SoftwareVersion,SimulationDomain,xmin.atmos,xmax.atmos,ymin.atmos,ymax.atmos,meanpr,tas,TN,TX,wind,prsn,TXx,TNn,Rx1day,Rx5day,CDD,spi6,tx35,tx35isimip,tx40,tx40isimip,hdd,fd,fdisimip,cd,pr_version,tas_version,tasmax_version,tasmin_version,sfcWind_version
CORDEX-AFR-44_MOHC-HadGEM2-ES_rcp26_r1i1p1_KNMI-RACMO22T_v2,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44KNRT,KNMI,CORDEX-AFR,RCP26,HADGEM2-ES,RACMO22T,NA,r1i1p1,0.44,0.44,v2,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160802,v20160802,v20160802,v20160802,v20160802
CORDEX-AFR-44_MOHC-HadGEM2-ES_rcp45_r1i1p1_KNMI-RACMO22T_v2,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44KNRT,KNMI,CORDEX-AFR,RCP45,HADGEM2-ES,RACMO22T,NA,r1i1p1,0.44,0.44,v2,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160802,v20160802,v20160802,v20160802,v20160802
CORDEX-AFR-44_MOHC-HadGEM2-ES_rcp85_r1i1p1_KNMI-RACMO22T_v2,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44KNRT,KNMI,CORDEX-AFR,RCP85,HADGEM2-ES,RACMO22T,NA,r1i1p1,0.44,0.44,v2,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160802,v20160802,v20160802,v20160802,v20160802
CORDEX-AFR-44_ICHEC-EC-EARTH_historical_r12i1p1_MPI-CSC-REMO2009_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44MCR1,MPI-CSC,CORDEX-AFR,Historical,EC-EARTH,REMO2009,NA,r12i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160412,v20160412,v20160412,v20160412,v20160412
CORDEX-AFR-44_ICHEC-EC-EARTH_rcp26_r12i1p1_MPI-CSC-REMO2009_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44MCR1,MPI-CSC,CORDEX-AFR,RCP26,EC-EARTH,REMO2009,NA,r12i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160412,v20160412,v20160412,v20160412,v20160412
CORDEX-AFR-44_ICHEC-EC-EARTH_rcp45_r12i1p1_MPI-CSC-REMO2009_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44MCR1,MPI-CSC,CORDEX-AFR,RCP45,EC-EARTH,REMO2009,NA,r12i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160412,v20160412,v20160412,v20160412,v20160412
CORDEX-AFR-44_ICHEC-EC-EARTH_rcp85_r12i1p1_MPI-CSC-REMO2009_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44MCR1,MPI-CSC,CORDEX-AFR,RCP85,EC-EARTH,REMO2009,NA,r12i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160412,v20160412,v20160412,v20160412,v20160412
CORDEX-AFR-44_MPI-M-MPI-ESM-LR_historical_r1i1p1_MPI-CSC-REMO2009_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44MCR1,MPI-CSC,CORDEX-AFR,Historical,MPI-ESM-LR,REMO2009,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160412,v20160412,v20160412,v20160412,v20160412
CORDEX-AFR-44_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_MPI-CSC-REMO2009_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44MCR1,MPI-CSC,CORDEX-AFR,RCP26,MPI-ESM-LR,REMO2009,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160412,v20160412,v20160412,v20160412,v20160412
CORDEX-AFR-44_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_MPI-CSC-REMO2009_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44MCR1,MPI-CSC,CORDEX-AFR,RCP45,MPI-ESM-LR,REMO2009,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160412,v20160412,v20160412,v20160412,v20160412
CORDEX-AFR-44_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44MCR1,MPI-CSC,CORDEX-AFR,RCP85,MPI-ESM-LR,REMO2009,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160412,v20160412,v20160412,v20160412,v20160412
CORDEX-AFR-44_CCCma-CanESM2_historical_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,Historical,CANESM2,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_CCCma-CanESM2_rcp45_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP45,CANESM2,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_CCCma-CanESM2_rcp85_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP85,CANESM2,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_CNRM-CERFACS-CNRM-CM5_historical_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,Historical,CNRM-CM5,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_CNRM-CERFACS-CNRM-CM5_rcp45_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP45,CNRM-CM5,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP85,CNRM-CM5,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_historical_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,Historical,CSIRO-Mk3-6-0,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20141217,v20141217,v20141217,v20141217,v20141217
CORDEX-AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp45_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP45,CSIRO-Mk3-6-0,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20141217,v20141217,v20141217,v20141217,v20141217
CORDEX-AFR-44_CSIRO-QCCCE-CSIRO-Mk3-6-0_rcp85_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP85,CSIRO-Mk3-6-0,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20141217,v20141217,v20141217,v20141217,v20141217
CORDEX-AFR-44_ICHEC-EC-EARTH_historical_r12i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,Historical,EC-EARTH,RCA4,NA,r12i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_ICHEC-EC-EARTH_rcp26_r12i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP26,EC-EARTH,RCA4,NA,r12i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_ICHEC-EC-EARTH_rcp45_r12i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP45,EC-EARTH,RCA4,NA,r12i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_ICHEC-EC-EARTH_rcp85_r12i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP85,EC-EARTH,RCA4,NA,r12i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_IPSL-IPSL-CM5A-MR_historical_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,Historical,IPSL-CM5A-MR,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20140612,v20140612,v20140612,v20140612,v20140612
CORDEX-AFR-44_IPSL-IPSL-CM5A-MR_rcp45_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP45,IPSL-CM5A-MR,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20140612,v20140612,v20140612,v20140612,v20140612
CORDEX-AFR-44_IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP85,IPSL-CM5A-MR,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20140612,v20140612,v20140612,v20140612,v20140612
CORDEX-AFR-44_MIROC-MIROC5_historical_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,Historical,MIROC5,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_MIROC-MIROC5_rcp26_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP26,MIROC5,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160803,v20160803,v20160803,v20160803,v20160803
CORDEX-AFR-44_MIROC-MIROC5_rcp45_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP45,MIROC5,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_MIROC-MIROC5_rcp85_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP85,MIROC5,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_MOHC-HadGEM2-ES_historical_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,Historical,HADGEM2-ES,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_MOHC-HadGEM2-ES_rcp26_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP26,HADGEM2-ES,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20141217,v20141217,v20141217,v20141217,v20141217
CORDEX-AFR-44_MOHC-HadGEM2-ES_rcp45_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP45,HADGEM2-ES,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_MOHC-HadGEM2-ES_rcp85_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP85,HADGEM2-ES,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_MPI-M-MPI-ESM-LR_historical_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,Historical,MPI-ESM-LR,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP26,MPI-ESM-LR,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20140612,v20140612,v20140612,v20140612,v20140612
CORDEX-AFR-44_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP45,MPI-ESM-LR,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP85,MPI-ESM-LR,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_NCC-NorESM1-M_historical_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,Historical,NORESM1-M,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_NCC-NorESM1-M_rcp26_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP26,NORESM1-M,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160803,v20160803,v20160803,v20160803,v20160803
CORDEX-AFR-44_NCC-NorESM1-M_rcp45_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP45,NORESM1-M,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_NCC-NorESM1-M_rcp85_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP85,NORESM1-M,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_NOAA-GFDL-GFDL-ESM2M_historical_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,Historical,GFDL-ESM2M,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp45_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP45,GFDL-ESM2M,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_NOAA-GFDL-GFDL-ESM2M_rcp85_r1i1p1_SMHI-RCA4_v1,ipcc,http://cera-www.dkrz.de/WDCC/ui/Compact.jsp?acronym=CXAF44SMRCA4,SMHI,CORDEX-AFR,RCP85,GFDL-ESM2M,RCA4,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20130927,v20130927,v20130927,v20130927,v20130927
CORDEX-AFR-44_CCCma-CanESM2_historical_r1i1p1_UQAM-CRCM5_v1,ipcc,https://doi.org/10.1594/WDCC/CXAF44UQAMCR,UQAM,CORDEX-AFR,Historical,CANESM2,CRCM5,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20150616,v20150616,v20150616,v20150616,v20150616
CORDEX-AFR-44_CCCma-CanESM2_rcp45_r1i1p1_UQAM-CRCM5_v1,ipcc,https://doi.org/10.1594/WDCC/CXAF44UQAMCR,UQAM,CORDEX-AFR,RCP45,CANESM2,CRCM5,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20150616,v20150616,v20150616,v20150616,v20150616
CORDEX-AFR-44_MPI-M-MPI-ESM-LR_historical_r1i1p1_UQAM-CRCM5_v1,ipcc,https://doi.org/10.1594/WDCC/CXAF44UQAMCR,UQAM,CORDEX-AFR,Historical,MPI-ESM-LR,CRCM5,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20150616,v20150616,v20150616,v20150616,v20150616
CORDEX-AFR-44_MPI-M-MPI-ESM-LR_rcp45_r1i1p1_UQAM-CRCM5_v1,ipcc,https://doi.org/10.1594/WDCC/CXAF44UQAMCR,UQAM,CORDEX-AFR,RCP45,MPI-ESM-LR,CRCM5,NA,r1i1p1,0.44,0.44,v1,AFR-44,-24.6,60.7,-45.8,42.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20150616,v20150616,v20150616,v20150616,v20150616
CORDEX-ARC-22_CCCma-CanESM2_historical_r1i1p1_CCCma-CanRCM4_r2,ipcc,NA,CCCma,CORDEX-ARC,Historical,CANESM2,CanRCM4,NA,r1i1p1,0.22,0.22,r2,ARC-22,-179.6,179.5,49.8,89.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200915,v20200915,v20200915,v20200915,v20200915
CORDEX-ARC-22_CCCma-CanESM2_rcp45_r1i1p1_CCCma-CanRCM4_r2,ipcc,NA,CCCma,CORDEX-ARC,RCP45,CANESM2,CanRCM4,NA,r1i1p1,0.22,0.22,r2,ARC-22,-179.6,179.5,49.8,89.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200915,v20200915,v20200915,v20200915,v20200915
CORDEX-ARC-22_CCCma-CanESM2_rcp85_r1i1p1_CCCma-CanRCM4_r2,ipcc,NA,CCCma,CORDEX-ARC,RCP85,CANESM2,CanRCM4,NA,r1i1p1,0.22,0.22,r2,ARC-22,-179.6,179.5,49.8,89.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20200915,v20200915,v20200915,v20200915,v20200915
CORDEX-ARC-44_ICHEC-EC-EARTH_historical_r3i1p1_DMI-HIRHAM5_v1,ipcc,NA,DMI,CORDEX-ARC,Historical,EC-EARTH,HIRHAM5,NA,r3i1p1,0.44,0.44,v1,ARC-44,-179.6,179.5,49.8,89.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160607,v20160607,v20160607,v20160607,v20160607
CORDEX-ARC-44_ICHEC-EC-EARTH_rcp45_r3i1p1_DMI-HIRHAM5_v1,ipcc,NA,DMI,CORDEX-ARC,RCP45,EC-EARTH,HIRHAM5,NA,r3i1p1,0.44,0.44,v1,ARC-44,-179.6,179.5,49.8,89.7,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,v20160607,v20160607,v20160607,v20160607,v20160607
